"Assembly"	"Accesion"	"Region"	"NRPS"	"NRP.metallophore"	"NIS"	"Metallophore"	"Span"	"ContigEdge"	"Taxonomy"	"Species"	"Orn_monoox"	"IBH_Asp"	"EntC"	"EntA"	"Lys_monoox"	"SalSyn"	"IPL"	"Cy_tandem"	"VibH_like"	"TBH_Asp"	"PvdO"	"PvdP"	"IBH_His"	"KtzT"	"MetRS.like"	"VbsL"	"FbnL"	"FbnM"	"SBH_Asp"	"GrbD"	"GrbE"	"CyanoBH_Asp1"	"CyanoBH_Asp2"	"X"	"TonB_dep_Rec"	"Peripla_BP_2"	"FecCD"	"TRANSPORT"	"CATECHOL"	"GRAMININE"	"DMAQ"	"HYDROXAMATE"	"SALICYLATE"	"OHASP"	"OHHIS"	"PYOVERDINE"
"GCF_000317515.1_NC_019738.1.region002"	"GCF_000317515.1"	"NC_019738.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"1983341..2063198"	FALSE	"Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Coleofasciculaceae_Allocoleopsis_Allocoleopsis franciscana"	"Allocoleopsis franciscana PCC 7113"	NA	NA	NA	NA	NA	488.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	233.9	78.8	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000317495.1_NC_019753.1.region001"	"GCF_000317495.1"	"NC_019753.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"316235..392488"	FALSE	"Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Gomontiellaceae_Crinalium"	"Crinalium epipsammum PCC 9333"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	503.9	503.9	NA	113.3	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000332155.1_NZ_KB235898.1.region003"	"GCF_000332155.1"	"NZ_KB235898.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"946782..1034242"	FALSE	"Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Microcoleaceae_Kamptonema"	"Kamptonema formosum PCC 6407"	NA	NA	NA	NA	NA	475.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000317105.1_NC_019693.1.region006"	"GCF_000317105.1"	"NC_019693.1"	"region006"	TRUE	TRUE	FALSE	TRUE	"3963011..4040701"	FALSE	"Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Oscillatoria"	"Oscillatoria acuminata PCC 6304"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486.1	NA	NA	124.9	71.8	273.2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000317475.1_NC_019729.1.region005"	"GCF_000317475.1"	"NC_019729.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"6170479..6245954"	FALSE	"Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Oscillatoria"	"Oscillatoria nigro-viridis PCC 7112"	NA	NA	NA	NA	NA	NA	NA	NA	NA	427.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	501.3	510.4	NA	130.3	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_020144665.1_NZ_JAAHBQ010000163.1.region001"	"GCF_020144665.1"	"NZ_JAAHBQ010000163.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"107964..180394"	FALSE	"Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Oscillatoria"	"Oscillatoria salina IIICB1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	480.5	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000317575.1_NC_019748.1.region010"	"GCF_000317575.1"	"NC_019748.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"2986432..3060692"	FALSE	"Bacteria_Cyanobacteria_Pleurocapsales_Dermocarpellaceae_Stanieria"	"Stanieria cyanosphaera PCC 7437"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	497.1	NA	NA	220.6	93.1	323.8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_002142475.1_NZ_AP014640.1.region001"	"GCF_002142475.1"	"NZ_AP014640.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"212301..294560"	FALSE	"Bacteria_Cyanobacteria_Pseudanabaenales_Leptolyngbyaceae_Leptolyngbya"	"Leptolyngbya boryana IAM M-101"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	502.9	NA	NA	157.3	66.4	322.7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_010091945.1_NZ_WVIE01000017.1.region001"	"GCF_010091945.1"	"NZ_WVIE01000017.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"23416..108422"	FALSE	"Bacteria_Cyanobacteria_Pseudanabaenales_Leptolyngbyaceae_Myxacorys_Myxacorys almedinensis"	"Myxacorys almedinensis A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	489	484	NA	161.5	120.6	315.8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000018105.1_NC_009926.1.region001"	"GCF_000018105.1"	"NC_009926.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"178212..271394"	FALSE	"Bacteria_Cyanobacteria_Synechococcales_Acaryochloridaceae_Acaryochloris"	"Acaryochloris marina MBIC11017"	NA	NA	NA	NA	NA	455.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159.9	287.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_003231495.1_NZ_PQWO01000009.1.region001"	"GCF_003231495.1"	"NZ_PQWO01000009.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"97714..177564"	FALSE	"Bacteria_Cyanobacteria_Synechococcales_Acaryochloridaceae_Acaryochloris_Acaryochloris thomasi"	"Acaryochloris thomasi RCC1774"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	440.9	453.1	NA	148.1	96.7	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000317145.1_NC_019697.1.region008"	"GCF_000317145.1"	"NC_019697.1"	"region008"	TRUE	TRUE	FALSE	TRUE	"2686899..2747830"	FALSE	"Bacteria_Cyanobacteria_Synechococcales_Chamaesiphonaceae_Chamaesiphon"	"Chamaesiphon minutus PCC 6605"	NA	NA	NA	NA	NA	485.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	212.5	78.6	309.6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_002243515.1_NZ_CP022657.1.region014"	"GCF_002243515.1"	"NZ_CP022657.1"	"region014"	TRUE	TRUE	FALSE	TRUE	"3072480..3164779"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Alicyclobacillaceae_Tumebacillus"	"Tumebacillus algifaecis"	NA	NA	506.6	386.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002019735.1_NZ_KV917378.1.region004"	"GCF_002019735.1"	"NZ_KV917378.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2386033..2437900"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae"	"Salipaludibacillus agaradhaerens"	NA	NA	485.7	377.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.2	285.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014196195.1_NZ_JACIDF010000011.1.region001"	"GCF_014196195.1"	"NZ_JACIDF010000011.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"20354..72151"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anoxybacillus"	"Anoxybacillus rupiensis"	NA	NA	499.5	392.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	299.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_015326725.1_NZ_CP064060.1.region003"	"GCF_015326725.1"	"NZ_CP064060.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"874690..926514"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anoxybacillus"	"Anoxybacillus caldiproteolyticus"	NA	NA	503.8	385.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_020923495.1_NZ_CP064048.1.region004"	"GCF_020923495.1"	"NZ_CP064048.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1687641..1739484"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anoxybacillus"	"Anoxybacillus sediminis"	NA	NA	499	396.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.8	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014280935.1_NZ_JACLZI010000039.1.region001"	"GCF_014280935.1"	"NZ_JACLZI010000039.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"22232..73936"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Aquibacillus"	"Aquibacillus kalidii"	NA	NA	485.2	354.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.5	290.8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000299035.1_NZ_AKCS01000005.1.region003"	"GCF_000299035.1"	"NZ_AKCS01000005.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"288815..340602"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus bingmayongensis"	NA	NA	511.6	388.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000742675.1_NZ_CP007640.1.region007"	"GCF_000742675.1"	"NZ_CP007640.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"2611033..2662900"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus atrophaeus subsp. globigii"	NA	NA	505.1	389.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001307105.1_NZ_LGYN01000023.1.region003"	"GCF_001307105.1"	"NZ_LGYN01000023.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"407280..459009"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus australimaris"	NA	NA	491.1	372.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.3	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001584325.1_NZ_LSAZ01000001.1.region001"	"GCF_001584325.1"	"NZ_LSAZ01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"52486..104287"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus nakamurai"	NA	NA	484.7	387.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002074095.1_NZ_CP014842.1.region003"	"GCF_002074095.1"	"NZ_CP014842.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"559741..611495"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus licheniformis"	NA	NA	500.7	379.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115.8	292.4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002993925.1_NZ_CP023665.1.region010"	"GCF_002993925.1"	"NZ_CP023665.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"3904900..3956665"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus paralicheniformis"	NA	NA	489.7	384.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.5	290.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003020795.1_NZ_PTXV01000002.1.region002"	"GCF_003020795.1"	"NZ_PTXV01000002.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"873865..925595"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus pumilus"	NA	NA	489.4	374.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.8	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003667885.1_NZ_CP033052.1.region007"	"GCF_003667885.1"	"NZ_CP033052.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3124335..3176446"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus vallismortis"	NA	NA	503.2	388.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_004006435.1_NZ_CP029364.1.region006"	"GCF_004006435.1"	"NZ_CP029364.1"	"region006"	TRUE	TRUE	FALSE	TRUE	"2950740..3002515"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus halotolerans"	NA	NA	504.3	388.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_004103615.1_NZ_CP035232.1.region009"	"GCF_004103615.1"	"NZ_CP035232.1"	"region009"	TRUE	TRUE	FALSE	TRUE	"4269645..4321444"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus glycinifermentans"	NA	NA	493.3	381.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.1	284.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_004124315.2_NZ_CP096889.1.region007"	"GCF_004124315.2"	"NZ_CP096889.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3172690..3224474"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus cabrialesii"	NA	NA	511.2	386.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_006094475.1_NZ_CP034943.1.region007"	"GCF_006094475.1"	"NZ_CP034943.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3061392..3113510"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499"	NA	NA	510.7	389.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_008180465.1_NZ_VTEL01000002.1.region003"	"GCF_008180465.1"	"NZ_VTEL01000002.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"620306..672119"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus swezeyi"	NA	NA	503	377.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108.7	289	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_008244765.1_NZ_CP043404.1.region005"	"GCF_008244765.1"	"NZ_CP043404.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"1564996..1616726"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus safensis"	NA	NA	486.9	372.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_012225885.1_NZ_CP048852.1.region006"	"GCF_012225885.1"	"NZ_CP048852.1"	"region006"	TRUE	TRUE	FALSE	TRUE	"3055812..3107611"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus tequilensis"	NA	NA	506.4	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_012648005.1_NZ_CP051464.1.region005"	"GCF_012648005.1"	"NZ_CP051464.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"3046988..3098763"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus mojavensis"	NA	NA	499.2	388.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014042035.1_NZ_CP059494.1.region010"	"GCF_014042035.1"	"NZ_CP059494.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"3484313..3536069"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus haynesii"	NA	NA	498.3	381.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114.5	291.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_015845975.1_NZ_LDIP01000012.1.region002"	"GCF_015845975.1"	"NZ_LDIP01000012.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"511700..563505"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus sonorensis"	NA	NA	502.9	387.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110.7	283.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_019598985.1_NZ_CP080644.1.region007"	"GCF_019598985.1"	"NZ_CP080644.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3124696..3176474"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus inaquosorum"	NA	NA	510.1	385.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_020551885.1_NZ_JAJCUA010000002.1.region005"	"GCF_020551885.1"	"NZ_JAJCUA010000002.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"936928..988705"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus stercoris"	NA	NA	505.7	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_023238245.1_NZ_CP096590.1.region007"	"GCF_023238245.1"	"NZ_CP096590.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3137957..3189739"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus rugosus"	NA	NA	511.4	384.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900098925.1_NZ_LT622358.1.region003"	"GCF_900098925.1"	"NZ_LT622358.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"469047..520744"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"	"Bacillus massiliglaciei"	NA	NA	465.9	376.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000242855.2_NC_020272.1.region002"	"GCF_000242855.2"	"NC_020272.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"851040..902831"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus amyloliquefaciens group"	"Bacillus amyloliquefaciens IT-45"	NA	NA	486.3	384.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000262045.1_NZ_AJVF01000039.1.region001"	"GCF_000262045.1"	"NZ_AJVF01000039.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"837614..889399"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus amyloliquefaciens group"	"Bacillus siamensis KCTC 13613"	NA	NA	484.8	383.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000769555.1_NZ_CP009679.1.region011"	"GCF_000769555.1"	"NZ_CP009679.1"	"region011"	TRUE	TRUE	FALSE	TRUE	"3043633..3095426"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus amyloliquefaciens group"	"Bacillus velezensis"	NA	NA	488.9	381.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000008445.1_NC_007530.2.region003"	"GCF_000008445.1"	"NC_007530.2"	"region003"	TRUE	TRUE	FALSE	TRUE	"2182051..2233791"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus anthracis str. Ames Ancestor"	NA	NA	506	389.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000161455.1_NZ_CM000745.1.region002"	"GCF_000161455.1"	"NZ_CM000745.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"2038873..2124956"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus pseudomycoides DSM 12442"	NA	NA	505.9	389.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000161615.1_NZ_CM000753.1.region004"	"GCF_000161615.1"	"NZ_CM000753.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2110267..2162016"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus thuringiensis serovar berliner ATCC 10792"	NA	NA	511	389.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000746925.1_NZ_JMQC01000008.1.region010"	"GCF_000746925.1"	"NZ_JMQC01000008.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"4542672..4594452"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus clarus"	NA	NA	508.8	391.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001590835.1_NZ_LTAQ01000067.1.region001"	"GCF_001590835.1"	"NZ_LTAQ01000067.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"84175..135976"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus gaemokensis"	NA	NA	510.7	390.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
