"Accession ID","Assembly","BiG-SCAPE class","CATECHOL","ContigEdge","Cy_tandem","CyanoBH_Asp1","CyanoBH_Asp2","Description","DMAQ","EntA","EntC","FbnL","FbnM","FecCD","GRAMININE","GrbD","GrbE","HYDROXAMATE","IBH_Asp","IBH_His","IPL","Lys_monoox","name","network_table$Lookup","network_trans_count","NRP.siderophore","NRPS","NRPS.like","OHASP","OHHIS","Organism","Orn_monoox","Peripla_BP_2","Product Prediction","PvdO","PvdP","PYOVERDINE","Region","region_type","SALICYLATE","SalSyn","selected","shared name","Taxonomy","TBH_Asp","TonB_dep_Rec","VbsL","VibH_like"
"NZ_CP035493.1","GCF_004135385.1","Others","1","0","0","0","0","Xylanimonas protaetiae strain FW10M-9 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_004135385.1_ASM413538v1_genomic_NZ_CP035493.1.region004","GCF_004135385.1_NZ_CP035493.1.region004","2","1","1","0","0","0","Xylanimonas protaetiae","0","1","NRP-siderophore.NRPS","0","0","0","region004","CATECHOL","0","0","false","GCF_004135385.1_ASM413538v1_genomic_NZ_CP035493.1.region004","Bacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Xylanimonas","0","0","0","0"
"NZ_CP013119.1","GCF_000967305.2","Others","1","0","0","0","0","Alcaligenes faecalis strain ZD02 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_000967305.2_ASM96730v2_genomic_NZ_CP013119.1.region003","GCF_000967305.2_NZ_CP013119.1.region003","2","1","1","0","0","0","Alcaligenes faecalis","0","1","NRP-siderophore.NRPS.resorcinol","0","0","0","region003","CATECHOL","0","0","false","GCF_000967305.2_ASM96730v2_genomic_NZ_CP013119.1.region003","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes","0","0","0","0"
"NZ_CP051486.1","GCF_016804005.1","Others","0","0","0","0","0","Streptomyces pratensis strain S10 chromosome, complete genome","0","0","0","0","0","1","0","0","0","0","0","0","0","0","GCF_016804005.1_ASM1680400v1_genomic_NZ_CP051486.1.region012","GCF_016804005.1_NZ_CP051486.1.region012","2","1","1","0","0","0","Streptomyces pratensis","0","1","NRP-siderophore.NRPS.T1PKS","0","0","0","region012","SALICYLATE","1","1","false","GCF_016804005.1_ASM1680400v1_genomic_NZ_CP051486.1.region012","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_NDXL01000001.1","GCF_002261115.1","Others","1","0","0","0","0","Streptomyces kasugaensis strain BCRC 12349 scaffold1, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_002261115.1_ASM226111v1_genomic_NZ_NDXL01000001.1.region010","GCF_002261115.1_NZ_NDXL01000001.1.region010","2","1","1","0","0","0","Streptomyces kasugaensis","0","1","NRP-siderophore.NRPS.T3PKS","0","0","0","region010","CATECHOL","0","0","false","GCF_002261115.1_ASM226111v1_genomic_NZ_NDXL01000001.1.region010","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_AP023184.1","GCF_013234275.1","Others","1","0","0","0","0","Buttiauxella agrestis strain DSM 9389 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_013234275.1_ASM1323427v1_genomic_NZ_AP023184.1.region003","GCF_013234275.1_NZ_AP023184.1.region003","3","1","1","0","0","0","Buttiauxella agrestis","0","1","NRP-siderophore.NRPS","0","0","0","region003","CATECHOL","0","0","false","GCF_013234275.1_ASM1323427v1_genomic_NZ_AP023184.1.region003","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella","0","1","0","0"
"NZ_BONP01000013.1","GCF_016862775.1","Others","1","0","0","0","0","Cellulomonas phragmiteti strain NBRC 110785 sequence13, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_016862775.1_ASM1686277v1_genomic_NZ_BONP01000013.1.region001","GCF_016862775.1_NZ_BONP01000013.1.region001","0","1","1","0","0","0","Cellulomonas phragmiteti","0","0","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_016862775.1_ASM1686277v1_genomic_NZ_BONP01000013.1.region001","Bacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas","0","0","0","0"
"NZ_NDXW01000001.1","GCF_002261065.1","Others","1","0","0","0","0","Zooshikella ganghwensis strain VG4 tig00000001, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_002261065.1_ASM226106v1_genomic_NZ_NDXW01000001.1.region005","GCF_002261065.1_NZ_NDXW01000001.1.region005","3","1","1","0","0","0","Zooshikella ganghwensis","0","1","NRP-siderophore.NRPS.RiPP-like","0","0","0","region005","CATECHOL","0","0","false","GCF_002261065.1_ASM226106v1_genomic_NZ_NDXW01000001.1.region005","Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Zooshikellaceae,Zooshikella","0","1","0","0"
"NZ_CP020388.1","GCF_003019925.1","Others","1","0","0","0","0","Pluralibacter gergoviae strain FDAARGOS_186 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_003019925.1_ASM301992v1_genomic_NZ_CP020388.1.region001","GCF_003019925.1_NZ_CP020388.1.region001","3","1","1","0","0","0","Pluralibacter gergoviae","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_003019925.1_ASM301992v1_genomic_NZ_CP020388.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter","0","1","0","0"
"NZ_KI973153.1","GCF_000534275.1","Others","1","0","0","0","0","Enterobacter kobei strain UCI 24 adjce-supercont-complete, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_000534275.1_Ente_cloa_UCI_24_V1_genomic_NZ_KI973153.1.region003","GCF_000534275.1_NZ_KI973153.1.region003","3","1","1","0","0","0","Enterobacter kobei","0","1","NRP-siderophore.NRPS","0","0","0","region003","CATECHOL","0","0","false","GCF_000534275.1_Ente_cloa_UCI_24_V1_genomic_NZ_KI973153.1.region003","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex","0","1","0","0"
"NZ_BCRR01000007.1","GCF_001552695.1","Others","0","0","0","0","0","Nocardiopsis dassonvillei subsp. albirubida NBRC 13392, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GCF_001552695.1_ASM155269v1_genomic_NZ_BCRR01000007.1.region001","GCF_001552695.1_NZ_BCRR01000007.1.region001","0","1","1","0","0","0","Nocardiopsis dassonvillei subsp. albirubida NBRC 13392","0","0","NRP-siderophore.NRPS","0","0","0","region001","SALICYLATE","1","1","false","GCF_001552695.1_ASM155269v1_genomic_NZ_BCRR01000007.1.region001","Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis","0","0","0","0"
"NZ_ANAE01000096.1","GCF_000341265.1","Others","0","0","0","0","0","Nocardiopsis prasina DSM 43845 contig_96, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GCF_000341265.1_SOAPdenovo_1.06_genomic_NZ_ANAE01000096.1.region001","GCF_000341265.1_NZ_ANAE01000096.1.region001","0","1","1","0","0","0","Nocardiopsis prasina DSM 43845","0","0","NRP-siderophore.NRPS","0","0","0","region001","SALICYLATE","1","1","false","GCF_000341265.1_SOAPdenovo_1.06_genomic_NZ_ANAE01000096.1.region001","Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis","0","0","0","0"
"NZ_CP079742.1","GCF_020149575.1","Others","1","0","0","0","0","Aeromonas rivuli strain 20-VB00005 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_020149575.1_ASM2014957v1_genomic_NZ_CP079742.1.region002","GCF_020149575.1_NZ_CP079742.1.region002","3","1","1","0","0","0","Aeromonas rivuli","0","1","NRP-siderophore.NRPS","0","0","0","region002","CATECHOL","0","0","false","GCF_020149575.1_ASM2014957v1_genomic_NZ_CP079742.1.region002","Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas","0","1","0","0"
"NZ_SSOC01000004.1","GCF_004801295.1","Others","1","0","0","0","0","Azoarcus nasutitermitis strain CC-YHH838 contig04, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_004801295.1_ASM480129v1_genomic_NZ_SSOC01000004.1.region001","GCF_004801295.1_NZ_SSOC01000004.1.region001","2","1","1","0","0","0","Azoarcus nasutitermitis","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_004801295.1_ASM480129v1_genomic_NZ_SSOC01000004.1.region001","Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus","0","0","0","0"
"NZ_LOSN02000001.1","GCF_001471275.2","Others","1","0","0","0","0","Vibrio alginolyticus strain FDAARGOS_97 1_quiver_pilon, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_001471275.2_ASM147127v2_genomic_NZ_LOSN02000001.1.region005","GCF_001471275.2_NZ_LOSN02000001.1.region005","3","1","1","0","0","0","Vibrio alginolyticus","0","1","NRP-siderophore.NRPS","0","0","0","region005","CATECHOL","0","0","false","GCF_001471275.2_ASM147127v2_genomic_NZ_LOSN02000001.1.region005","Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio","0","1","0","0"
"NZ_AP023055.1","GCF_019703835.1","Others","1","0","0","0","0","Thaumasiovibrio subtropicus strain C4V358 chromosome 2, complete sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_019703835.1_ASM1970383v1_genomic_NZ_AP023055.1.region002","GCF_019703835.1_NZ_AP023055.1.region002","1","1","1","0","0","0","Thaumasiovibrio subtropicus","0","0","NRP-siderophore.NRPS","0","0","0","region002","CATECHOL","0","0","false","GCF_019703835.1_ASM1970383v1_genomic_NZ_AP023055.1.region002","Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio","0","1","0","0"
"NZ_CP048635.1","GCF_010669145.1","Others","1","0","1","0","0","Rhizobium oryzihabitans strain M15 chromosome M15-12, complete sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_010669145.1_ASM1066914v1_genomic_NZ_CP048635.1.region002","GCF_010669145.1_NZ_CP048635.1.region002","3","1","1","0","0","0","Rhizobium oryzihabitans","0","1","NRP-siderophore.NRPS","0","0","0","region002","CATECHOL","0","0","false","GCF_010669145.1_ASM1066914v1_genomic_NZ_CP048635.1.region002","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium","0","1","0","1"
"NZ_BMZN01000002.1","GCF_014652815.1","Others","1","0","0","0","0","Alcaligenes pakistanensis strain KCTC 42083 sequence02, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_014652815.1_ASM1465281v1_genomic_NZ_BMZN01000002.1.region001","GCF_014652815.1_NZ_BMZN01000002.1.region001","2","1","1","0","0","0","Alcaligenes pakistanensis","0","1","NRP-siderophore.NRPS.resorcinol","0","0","0","region001","CATECHOL","0","0","false","GCF_014652815.1_ASM1465281v1_genomic_NZ_BMZN01000002.1.region001","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes","0","0","0","0"
"NZ_CP022390.1","GCF_003076515.1","Others","1","0","0","0","0","Alcaligenes aquatilis strain BU33N chromosome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_003076515.1_ASM307651v1_genomic_NZ_CP022390.1.region006","GCF_003076515.1_NZ_CP022390.1.region006","2","1","1","0","0","0","Alcaligenes aquatilis","0","1","NRP-siderophore.NRPS.resorcinol","0","0","0","region006","CATECHOL","0","0","false","GCF_003076515.1_ASM307651v1_genomic_NZ_CP022390.1.region006","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes","0","0","0","0"
"NZ_JACLZI010000039.1","GCF_014280935.1","Others","1","0","0","0","0","Aquibacillus kalidii strain HU2P27 541, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_014280935.1_ASM1428093v1_genomic_NZ_JACLZI010000039.1.region001","GCF_014280935.1_NZ_JACLZI010000039.1.region001","2","1","1","0","0","0","Aquibacillus kalidii","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_014280935.1_ASM1428093v1_genomic_NZ_JACLZI010000039.1.region001","Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aquibacillus","0","0","0","0"
"NZ_CP065044.1","GCF_015689195.1","Others","1","0","0","0","0","Pectobacterium aroidearum strain L6 chromosome, complete genome","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_015689195.1_ASM1568919v1_genomic_NZ_CP065044.1.region006","GCF_015689195.1_NZ_CP065044.1.region006","1","1","1","0","0","0","Pectobacterium aroidearum","0","0","NRP-siderophore.NRPS","0","0","0","region006","CATECHOL","0","0","false","GCF_015689195.1_ASM1568919v1_genomic_NZ_CP065044.1.region006","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium","0","1","0","0"
"NZ_CP016353.1","GCF_002240355.1","Others","1","0","0","0","0","Prauserella marina strain DSM 45268 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_002240355.1_ASM224035v1_genomic_NZ_CP016353.1.region012","GCF_002240355.1_NZ_CP016353.1.region012","2","1","1","0","0","0","Prauserella marina","0","1","NRP-siderophore.NRPS","0","0","0","region012","CATECHOL","0","0","false","GCF_002240355.1_ASM224035v1_genomic_NZ_CP016353.1.region012","Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella","0","0","0","0"
"NZ_RJTN01000014.1","GCF_005497185.1","Others","1","0","0","0","0","Pectobacterium polonicum strain DPMP315 scaffold_14, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_005497185.1_ASM549718v1_genomic_NZ_RJTN01000014.1.region001","GCF_005497185.1_NZ_RJTN01000014.1.region001","1","1","1","0","0","0","Pectobacterium polonicum","0","0","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_005497185.1_ASM549718v1_genomic_NZ_RJTN01000014.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium","0","1","0","0"
"NZ_LN884299.1","GCF_001403875.1","Others","1","0","0","0","0","Paenibacillus ihumii strain AT5, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_001403875.1_Paenibacillus_ihumii_genomic_NZ_LN884299.1.region006","GCF_001403875.1_NZ_LN884299.1.region006","1","1","1","0","0","0","Paenibacillus ihumii","0","1","NRP-siderophore.NRPS","0","0","0","region006","CATECHOL","0","0","false","GCF_001403875.1_Paenibacillus_ihumii_genomic_NZ_LN884299.1.region006","Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus","0","0","0","0"
"NZ_JAHBGD010000004.1","GCF_018390605.1","Others","1","0","0","0","0","Ancylobacter defluvii strain VKM B-2789 GCM70017653_4, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_018390605.1_ASM1839060v1_genomic_NZ_JAHBGD010000004.1.region001","GCF_018390605.1_NZ_JAHBGD010000004.1.region001","2","1","1","0","0","0","Ancylobacter defluvii","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_018390605.1_ASM1839060v1_genomic_NZ_JAHBGD010000004.1.region001","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter","0","0","0","0"
"NZ_QMED01000022.1","GCF_003286125.1","Others","1","0","0","0","0","Algibacillus agarilyticus strain RQJ05 RQJ50_scaffold22, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_003286125.1_ASM328612v1_genomic_NZ_QMED01000022.1.region001","GCF_003286125.1_NZ_QMED01000022.1.region001","1","1","1","0","0","0","Algibacillus agarilyticus","0","0","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_003286125.1_ASM328612v1_genomic_NZ_QMED01000022.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Algibacillus","0","1","0","0"
"NZ_VCBL01000001.1","GCF_007896435.1","Others","1","0","0","0","0","Rummeliibacillus suwonensis strain G20 KACC17316-1_1, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_007896435.1_ASM789643v1_genomic_NZ_VCBL01000001.1.region005","GCF_007896435.1_NZ_VCBL01000001.1.region005","0","1","1","0","0","0","Rummeliibacillus suwonensis","0","0","NRP-siderophore.NRPS","0","0","0","region005","CATECHOL","0","0","false","GCF_007896435.1_ASM789643v1_genomic_NZ_VCBL01000001.1.region005","Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus","0","0","0","0"
"NZ_JOEY01000037.1","GCF_000718165.1","Others","1","0","0","0","0","Streptomyces fulvoviolaceus strain NRRL B-2870 contig37.1, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_000718165.1_ASM71816v1_genomic_NZ_JOEY01000037.1.region001","GCF_000718165.1_NZ_JOEY01000037.1.region001","2","1","1","0","0","0","Streptomyces fulvoviolaceus","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_000718165.1_ASM71816v1_genomic_NZ_JOEY01000037.1.region001","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_RBAM01000005.1","GCF_003626645.1","Others","1","0","0","0","0","Streptomyces klenkii strain KCTC 29202 contig0005, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_003626645.1_ASM362664v1_genomic_NZ_RBAM01000005.1.region001","GCF_003626645.1_NZ_RBAM01000005.1.region001","0","1","1","0","0","0","Streptomyces klenkii","0","0","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_003626645.1_ASM362664v1_genomic_NZ_RBAM01000005.1.region001","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_LNBE01000003.1","GCF_001445655.1","Others","1","0","0","0","0","Streptomyces roseifaciens strain MBT76 scaffold_3, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_001445655.1_ASM144565v1_genomic_NZ_LNBE01000003.1.region003","GCF_001445655.1_NZ_LNBE01000003.1.region003","0","1","1","0","0","0","Streptomyces roseifaciens","0","0","NRP-siderophore.NRPS","0","0","0","region003","CATECHOL","0","0","false","GCF_001445655.1_ASM144565v1_genomic_NZ_LNBE01000003.1.region003","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_CP045072.1","GCF_009301415.1","Others","1","0","0","0","0","Paracoccus kondratievae strain BJQ0001 chromosome 1, complete sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_009301415.1_ASM930141v1_genomic_NZ_CP045072.1.region001","GCF_009301415.1_NZ_CP045072.1.region001","0","1","0","0","0","0","Paracoccus kondratievae","0","0","NRP-siderophore.redox-cofactor","0","0","0","region001","CATECHOL","0","0","false","GCF_009301415.1_ASM930141v1_genomic_NZ_CP045072.1.region001","Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus","0","0","0","1"
"NZ_BONT01000020.1","GCF_016862855.1","Others","1","0","0","0","0","Phytomonospora endophytica strain NBRC 110449 sequence020, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_016862855.1_ASM1686285v1_genomic_NZ_BONT01000020.1.region001","GCF_016862855.1_NZ_BONT01000020.1.region001","0","1","1","0","0","0","Phytomonospora endophytica","0","0","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_016862855.1_ASM1686285v1_genomic_NZ_BONT01000020.1.region001","Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Phytomonospora","0","0","0","0"
"NZ_KE386747.1","GCF_000428465.1","Others","1","0","0","0","0","Chitinimonas koreensis DSM 17726 F559DRAFT_scaffold00002.2, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_000428465.1_ASM42846v1_genomic_NZ_KE386747.1.region002","GCF_000428465.1_NZ_KE386747.1.region002","3","1","1","0","0","0","Chitinimonas koreensis DSM 17726","0","1","NRP-siderophore.NRPS","0","0","0","region002","CATECHOL","0","0","false","GCF_000428465.1_ASM42846v1_genomic_NZ_KE386747.1.region002","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas","0","1","0","0"
"NZ_BMUY01000007.1","GCF_014650435.1","Others","0","0","0","0","0","Streptomyces tendae strain JCM 4610 sequence007, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GCF_014650435.1_ASM1465043v1_genomic_NZ_BMUY01000007.1.region001","GCF_014650435.1_NZ_BMUY01000007.1.region001","0","1","1","0","0","0","Streptomyces tendae","0","0","NRP-siderophore.NRPS","0","0","0","region001","SALICYLATE","1","1","false","GCF_014650435.1_ASM1465043v1_genomic_NZ_BMUY01000007.1.region001","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_CP065820.1","GCF_016064815.1","Others","1","0","0","0","0","Acinetobacter seifertii strain S21 chromosome, complete genome","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_016064815.1_ASM1606481v1_genomic_NZ_CP065820.1.region004","GCF_016064815.1_NZ_CP065820.1.region004","1","1","1","0","0","0","Acinetobacter seifertii","0","0","NRP-siderophore.NRPS.redox-cofactor","0","0","0","region004","CATECHOL","0","0","false","GCF_016064815.1_ASM1606481v1_genomic_NZ_CP065820.1.region004","Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex","0","1","0","0"
"NZ_CP033744.1","GCF_003812345.1","Others","1","0","0","0","0","Citrobacter freundii strain FDAARGOS_549 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_003812345.1_ASM381234v1_genomic_NZ_CP033744.1.region001","GCF_003812345.1_NZ_CP033744.1.region001","3","1","1","0","0","0","Citrobacter freundii","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_003812345.1_ASM381234v1_genomic_NZ_CP033744.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii complex","0","1","0","0"
"NZ_QFVP01000002.1","GCF_004801125.1","Others","1","0","0","0","0","Citrobacter murliniae strain P080C CL scaffold_000002, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_004801125.1_ASM480112v1_genomic_NZ_QFVP01000002.1.region001","GCF_004801125.1_NZ_QFVP01000002.1.region001","3","1","1","0","0","0","Citrobacter murliniae","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_004801125.1_ASM480112v1_genomic_NZ_QFVP01000002.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii complex","0","1","0","0"
"NZ_QAYG01000007.1","GCF_003053845.1","Others","1","0","0","0","0","Breoghania corrubedonensis strain DSM 23382 Ga0183466_107, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_003053845.1_ASM305384v1_genomic_NZ_QAYG01000007.1.region002","GCF_003053845.1_NZ_QAYG01000007.1.region002","3","1","1","0","0","0","Breoghania corrubedonensis","0","1","NRP-siderophore.NRPS","0","0","0","region002","CATECHOL","0","0","false","GCF_003053845.1_ASM305384v1_genomic_NZ_QAYG01000007.1.region002","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Breoghaniaceae,Breoghania","0","1","0","0"
"NZ_CP041695.1","GCF_007362295.1","Others","1","0","0","0","0","Nocardia otitidiscaviarum strain NEB252 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_007362295.1_ASM736229v1_genomic_NZ_CP041695.1.region004","GCF_007362295.1_NZ_CP041695.1.region004","2","1","1","0","0","0","Nocardia otitidiscaviarum","0","1","NRP-siderophore.NRPS","0","0","0","region004","CATECHOL","0","0","false","GCF_007362295.1_ASM736229v1_genomic_NZ_CP041695.1.region004","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_CABMKO010000002.1","GCF_902386985.1","Others","1","0","0","0","0","Pantoea septica isolate MGYG-HGUT-02423, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_902386985.1_UHGG_MGYG-HGUT-02423_genomic_NZ_CABMKO010000002.1.region001","GCF_902386985.1_NZ_CABMKO010000002.1.region001","3","1","1","0","0","0","Pantoea septica","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_902386985.1_UHGG_MGYG-HGUT-02423_genomic_NZ_CABMKO010000002.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea","0","1","0","0"
"NZ_QQBC01000012.1","GCF_003350585.1","Others","1","0","0","0","0","Nocardia pseudobrasiliensis strain DSM 44290 Ga0244499_112, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_003350585.1_ASM335058v1_genomic_NZ_QQBC01000012.1.region002","GCF_003350585.1_NZ_QQBC01000012.1.region002","2","1","1","1","0","0","Nocardia pseudobrasiliensis","0","1","NRP-siderophore.NRPS.NRPS-like","0","0","0","region002","CATECHOL","0","0","false","GCF_003350585.1_ASM335058v1_genomic_NZ_QQBC01000012.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_CP057657.1","GCF_013892435.1","Others","1","0","0","0","0","Escherichia fergusonii strain RHB19-C05 chromosome, complete genome","0","1","1","0","0","1","0","0","0","0","0","0","0","0","GCF_013892435.1_ASM1389243v1_genomic_NZ_CP057657.1.region001","GCF_013892435.1_NZ_CP057657.1.region001","3","1","1","0","0","0","Escherichia fergusonii","0","1","NRP-siderophore.NRPS","0","0","0","region001","CATECHOL","0","0","false","GCF_013892435.1_ASM1389243v1_genomic_NZ_CP057657.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia","0","1","0","0"
